"Predator","Year","Predator.no","Prey","Prey.no","eatenW"
"Horse mackerel",1987,4,"Nor.pout",16,18126.107916
"Horse mackerel",1988,4,"Nor.pout",16,25604.68903344
"Horse mackerel",1989,4,"Nor.pout",16,27992.846992
"Horse mackerel",1990,4,"Nor.pout",16,33350.31924
"Horse mackerel",1991,4,"Nor.pout",16,39254.0113784
"Horse mackerel",1992,4,"Nor.pout",16,67158.749804
"Horse mackerel",1993,4,"Nor.pout",16,30874.6529856
"Horse mackerel",1994,4,"Nor.pout",16,40777.5708756
"Horse mackerel",1995,4,"Nor.pout",16,28192.6255664
"Grey.seal",1974,5,"Nor.pout",16,140.179921840619
"Grey.seal",1975,5,"Nor.pout",16,163.53084378184
"Grey.seal",1976,5,"Nor.pout",16,233.187163830771
"Grey.seal",1977,5,"Nor.pout",16,271.033959383855
"Grey.seal",1978,5,"Nor.pout",16,187.398907029626
"Grey.seal",1979,5,"Nor.pout",16,219.609922511267
"Grey.seal",1980,5,"Nor.pout",16,280.812515221904
"Grey.seal",1981,5,"Nor.pout",16,133.022755173568
"Grey.seal",1982,5,"Nor.pout",16,234.623531938447
"Grey.seal",1983,5,"Nor.pout",16,290.78212718347
"Grey.seal",1984,5,"Nor.pout",16,239.399028802152
"Grey.seal",1985,5,"Nor.pout",16,119.120096078948
"Grey.seal",1986,5,"Nor.pout",16,103.411458553673
"Grey.seal",1987,5,"Nor.pout",16,160.699668178769
"Grey.seal",1988,5,"Nor.pout",16,79.1431614532884
"Grey.seal",1989,5,"Nor.pout",16,205.175968503011
"Grey.seal",1990,5,"Nor.pout",16,278.98642454248
"Grey.seal",1991,5,"Nor.pout",16,331.101847149552
"Grey.seal",1992,5,"Nor.pout",16,452.276279365912
"Grey.seal",1993,5,"Nor.pout",16,303.244848452811
"Grey.seal",1994,5,"Nor.pout",16,147.317050150978
"Grey.seal",1995,5,"Nor.pout",16,575.929513072503
"Grey.seal",1996,5,"Nor.pout",16,411.552818403748
"Grey.seal",1997,5,"Nor.pout",16,537.246268562296
"Grey.seal",1998,5,"Nor.pout",16,444.911610177892
"Grey.seal",1999,5,"Nor.pout",16,305.930384896694
"Grey.seal",2000,5,"Nor.pout",16,659.986865622662
"Grey.seal",2001,5,"Nor.pout",16,489.750645014156
"Grey.seal",2002,5,"Nor.pout",16,451.772829475162
"Grey.seal",2003,5,"Nor.pout",16,354.049559250217
"Grey.seal",2004,5,"Nor.pout",16,204.425908767482
"Grey.seal",2005,5,"Nor.pout",16,230.37193664862
"Grey.seal",2006,5,"Nor.pout",16,407.804282849172
"Grey.seal",2007,5,"Nor.pout",16,339.276483337703
"Grey.seal",2008,5,"Nor.pout",16,461.6974062368
"Grey.seal",2009,5,"Nor.pout",16,646.616110369872
"Grey.seal",2010,5,"Nor.pout",16,1113.72289147118
"Grey.seal",2011,5,"Nor.pout",16,561.059630595
"Grey.seal",2012,5,"Nor.pout",16,332.30331569071
"Grey.seal",2013,5,"Nor.pout",16,566.50532858108
"Grey.seal",2014,5,"Nor.pout",16,296.83846659442
"Grey.seal",2015,5,"Nor.pout",16,758.359256346473
"Grey.seal",2016,5,"Nor.pout",16,659.95850171569
"Grey.seal",2017,5,"Nor.pout",16,352.760223100058
"Grey.seal",2018,5,"Nor.pout",16,277.21825579683
"Grey.seal",2019,5,"Nor.pout",16,386.434895450371
"Habour porpoise",1974,6,"Nor.pout",16,2446.25758932
"Habour porpoise",1975,6,"Nor.pout",16,3142.63699904
"Habour porpoise",1976,6,"Nor.pout",16,2282.26429628
"Habour porpoise",1977,6,"Nor.pout",16,1253.83381536
"Habour porpoise",1978,6,"Nor.pout",16,1538.92181364
"Habour porpoise",1979,6,"Nor.pout",16,1888.70278428
"Habour porpoise",1980,6,"Nor.pout",16,864.88651398
"Habour porpoise",1981,6,"Nor.pout",16,1352.72625408
"Habour porpoise",1982,6,"Nor.pout",16,1865.91916368
"Habour porpoise",1983,6,"Nor.pout",16,1314.7784202
"Habour porpoise",1984,6,"Nor.pout",16,918.801316492
"Habour porpoise",1985,6,"Nor.pout",16,835.64216496
"Habour porpoise",1986,6,"Nor.pout",16,1045.59733056
"Habour porpoise",1987,6,"Nor.pout",16,309.2467482
"Habour porpoise",1988,6,"Nor.pout",16,763.24211172
"Habour porpoise",1989,6,"Nor.pout",16,760.14403872
"Habour porpoise",1990,6,"Nor.pout",16,1013.5456848
"Habour porpoise",1991,6,"Nor.pout",16,1349.099972584
"Habour porpoise",1992,6,"Nor.pout",16,761.6047078
"Habour porpoise",1993,6,"Nor.pout",16,676.769129352
"Habour porpoise",1994,6,"Nor.pout",16,1617.76906668
"Habour porpoise",1995,6,"Nor.pout",16,788.634681392
"Habour porpoise",1996,6,"Nor.pout",16,1443.89202832
"Habour porpoise",1997,6,"Nor.pout",16,363.25534752
"Habour porpoise",1998,6,"Nor.pout",16,801.763425172
"Habour porpoise",1999,6,"Nor.pout",16,1179.223019728
"Habour porpoise",2000,6,"Nor.pout",16,552.663545184
"Habour porpoise",2001,6,"Nor.pout",16,727.7001013
"Habour porpoise",2002,6,"Nor.pout",16,417.152724192
"Habour porpoise",2003,6,"Nor.pout",16,207.240116736
"Habour porpoise",2004,6,"Nor.pout",16,282.705760304
"Habour porpoise",2005,6,"Nor.pout",16,615.003179904
"Habour porpoise",2006,6,"Nor.pout",16,483.136422744
"Habour porpoise",2007,6,"Nor.pout",16,667.845908992
"Habour porpoise",2008,6,"Nor.pout",16,1125.361228992
"Habour porpoise",2009,6,"Nor.pout",16,1252.091338984
"Habour porpoise",2010,6,"Nor.pout",16,280.675552584
"Habour porpoise",2011,6,"Nor.pout",16,543.628360984
"Habour porpoise",2012,6,"Nor.pout",16,1069.209425256
"Habour porpoise",2013,6,"Nor.pout",16,386.379120452
"Habour porpoise",2014,6,"Nor.pout",16,1275.19777476
"Habour porpoise",2015,6,"Nor.pout",16,697.220724328
"Habour porpoise",2016,6,"Nor.pout",16,1062.065767028
"Habour porpoise",2017,6,"Nor.pout",16,478.313816688
"Habour porpoise",2018,6,"Nor.pout",16,1501.1272024
"Habour porpoise",2019,6,"Nor.pout",16,2031.88533408
"Hake",1974,7,"Nor.pout",16,40739.6501627042
"Hake",1975,7,"Nor.pout",16,41232.4172271035
"Hake",1976,7,"Nor.pout",16,41649.7902278891
"Hake",1977,7,"Nor.pout",16,42167.744568053
"Hake",1978,7,"Nor.pout",16,42266.2752887634
"Hake",1979,7,"Nor.pout",16,45908.9934493847
"Hake",1980,7,"Nor.pout",16,40110.1427043801
"Hake",1981,7,"Nor.pout",16,30206.2048601474
"Hake",1982,7,"Nor.pout",16,22047.9872531863
"Hake",1983,7,"Nor.pout",16,26152.2201418898
"Hake",1984,7,"Nor.pout",16,32958.8468593666
"Hake",1985,7,"Nor.pout",16,25155.7092251717
"Hake",1986,7,"Nor.pout",16,18066.3781987742
"Hake",1987,7,"Nor.pout",16,18458.2844872294
"Hake",1988,7,"Nor.pout",16,18660.7682118828
"Hake",1989,7,"Nor.pout",16,16852.3992002843
"Hake",1990,7,"Nor.pout",16,16781.6720921155
"Hake",1991,7,"Nor.pout",16,21097.7152943136
"Hake",1992,7,"Nor.pout",16,21647.6420976549
"Hake",1993,7,"Nor.pout",16,17122.998910265
"Hake",1994,7,"Nor.pout",16,12548.1934309767
"Hake",1995,7,"Nor.pout",16,13837.9205789528
"Hake",1996,7,"Nor.pout",16,10275.7423419938
"Hake",1997,7,"Nor.pout",16,7904.57615472216
"Hake",1998,7,"Nor.pout",16,8825.43879127672
"Hake",1999,7,"Nor.pout",16,12121.0826717581
"Hake",2000,7,"Nor.pout",16,12028.9668024483
"Hake",2001,7,"Nor.pout",16,12850.8854043562
"Hake",2002,7,"Nor.pout",16,7797.37051069495
"Hake",2003,7,"Nor.pout",16,7831.01711324082
"Hake",2004,7,"Nor.pout",16,7994.37553636843
"Hake",2005,7,"Nor.pout",16,9860.13846265161
"Hake",2006,7,"Nor.pout",16,16195.7322508762
"Hake",2007,7,"Nor.pout",16,19798.2578039235
"Hake",2008,7,"Nor.pout",16,42910.475759434
"Hake",2009,7,"Nor.pout",16,81428.58423663
"Hake",2010,7,"Nor.pout",16,100321.892421711
"Hake",2011,7,"Nor.pout",16,97383.9510044016
"Hake",2012,7,"Nor.pout",16,112860.567090394
"Hake",2013,7,"Nor.pout",16,122222.060963606
"Hake",2014,7,"Nor.pout",16,128899.135699328
"Hake",2015,7,"Nor.pout",16,168699.590076849
"Hake",2016,7,"Nor.pout",16,163513.874547241
"Hake",2017,7,"Nor.pout",16,153411.503784515
"Hake",2018,7,"Nor.pout",16,169925.367697255
"Hake",2019,7,"Nor.pout",16,203883.464976342
"Cod",1974,8,"Nor.pout",16,129929.424913902
"Cod",1975,8,"Nor.pout",16,151854.883026335
"Cod",1976,8,"Nor.pout",16,171563.439606842
"Cod",1977,8,"Nor.pout",16,167683.295270815
"Cod",1978,8,"Nor.pout",16,129014.036296782
"Cod",1979,8,"Nor.pout",16,155767.081510982
"Cod",1980,8,"Nor.pout",16,169045.354073334
"Cod",1981,8,"Nor.pout",16,106996.873173487
"Cod",1982,8,"Nor.pout",16,136091.923619402
"Cod",1983,8,"Nor.pout",16,110993.5052889
"Cod",1984,8,"Nor.pout",16,99062.3260932096
"Cod",1985,8,"Nor.pout",16,54646.7217436698
"Cod",1986,8,"Nor.pout",16,57615.8534057099
"Cod",1987,8,"Nor.pout",16,44740.3018372553
"Cod",1988,8,"Nor.pout",16,26815.6458695949
"Cod",1989,8,"Nor.pout",16,39708.9593179509
"Cod",1990,8,"Nor.pout",16,39088.0427164605
"Cod",1991,8,"Nor.pout",16,39111.2519901048
"Cod",1992,8,"Nor.pout",16,44898.0657077622
"Cod",1993,8,"Nor.pout",16,28498.2153005877
"Cod",1994,8,"Nor.pout",16,40555.1699921742
"Cod",1995,8,"Nor.pout",16,62027.1634702826
"Cod",1996,8,"Nor.pout",16,42399.7546963559
"Cod",1997,8,"Nor.pout",16,48801.5645096673
"Cod",1998,8,"Nor.pout",16,29901.221164256
"Cod",1999,8,"Nor.pout",16,18398.475856667
"Cod",2000,8,"Nor.pout",16,23486.1927167672
"Cod",2001,8,"Nor.pout",16,17873.0332206092
"Cod",2002,8,"Nor.pout",16,9846.57573832115
"Cod",2003,8,"Nor.pout",16,5026.36528721713
"Cod",2004,8,"Nor.pout",16,3461.28847328919
"Cod",2005,8,"Nor.pout",16,5288.45452841363
"Cod",2006,8,"Nor.pout",16,8845.30073407336
"Cod",2007,8,"Nor.pout",16,10050.7787956697
"Cod",2008,8,"Nor.pout",16,12835.8655862994
"Cod",2009,8,"Nor.pout",16,15917.2155093895
"Cod",2010,8,"Nor.pout",16,16733.8358819991
"Cod",2011,8,"Nor.pout",16,9674.41674737516
"Cod",2012,8,"Nor.pout",16,11326.9858292237
"Cod",2013,8,"Nor.pout",16,13273.1063436216
"Cod",2014,8,"Nor.pout",16,15209.6034872821
"Cod",2015,8,"Nor.pout",16,20467.3013209333
"Cod",2016,8,"Nor.pout",16,14873.8763891896
"Cod",2017,8,"Nor.pout",16,13347.102902771
"Cod",2018,8,"Nor.pout",16,11700.2123493804
"Cod",2019,8,"Nor.pout",16,17096.7094230614
"Whiting",1974,9,"Nor.pout",16,453991.42628929
"Whiting",1975,9,"Nor.pout",16,529385.008741227
"Whiting",1976,9,"Nor.pout",16,553521.929925649
"Whiting",1977,9,"Nor.pout",16,463210.846961353
"Whiting",1978,9,"Nor.pout",16,305071.389528275
"Whiting",1979,9,"Nor.pout",16,446167.808611586
"Whiting",1980,9,"Nor.pout",16,441802.741193702
"Whiting",1981,9,"Nor.pout",16,276582.476169879
"Whiting",1982,9,"Nor.pout",16,259718.125880866
"Whiting",1983,9,"Nor.pout",16,225003.945172102
"Whiting",1984,9,"Nor.pout",16,183323.831341566
"Whiting",1985,9,"Nor.pout",16,141579.985386645
"Whiting",1986,9,"Nor.pout",16,173005.122959151
"Whiting",1987,9,"Nor.pout",16,138747.000472211
"Whiting",1988,9,"Nor.pout",16,115813.83531639
"Whiting",1989,9,"Nor.pout",16,159703.967442209
"Whiting",1990,9,"Nor.pout",16,149255.571670303
"Whiting",1991,9,"Nor.pout",16,161441.525659817
"Whiting",1992,9,"Nor.pout",16,145280.489266171
"Whiting",1993,9,"Nor.pout",16,83204.9474687188
"Whiting",1994,9,"Nor.pout",16,108954.375335228
"Whiting",1995,9,"Nor.pout",16,152434.11329219
"Whiting",1996,9,"Nor.pout",16,103147.773980495
"Whiting",1997,9,"Nor.pout",16,85911.2605024878
"Whiting",1998,9,"Nor.pout",16,72631.6820320551
"Whiting",1999,9,"Nor.pout",16,84086.275277519
"Whiting",2000,9,"Nor.pout",16,113551.017731223
"Whiting",2001,9,"Nor.pout",16,106773.928374585
"Whiting",2002,9,"Nor.pout",16,63607.8255763602
"Whiting",2003,9,"Nor.pout",16,32398.0354159988
"Whiting",2004,9,"Nor.pout",16,18979.5046364092
"Whiting",2005,9,"Nor.pout",16,26983.9184414231
"Whiting",2006,9,"Nor.pout",16,34736.1435575062
"Whiting",2007,9,"Nor.pout",16,35485.4391458617
"Whiting",2008,9,"Nor.pout",16,51280.9803271348
"Whiting",2009,9,"Nor.pout",16,55157.7685340405
"Whiting",2010,9,"Nor.pout",16,60691.8338726107
"Whiting",2011,9,"Nor.pout",16,44820.6792579616
"Whiting",2012,9,"Nor.pout",16,50021.3299174816
"Whiting",2013,9,"Nor.pout",16,43873.1460944985
"Whiting",2014,9,"Nor.pout",16,48809.5257413711
"Whiting",2015,9,"Nor.pout",16,68655.9196489482
"Whiting",2016,9,"Nor.pout",16,70618.0772364329
"Whiting",2017,9,"Nor.pout",16,57020.8751417792
"Whiting",2018,9,"Nor.pout",16,61532.727387141
"Whiting",2019,9,"Nor.pout",16,103250.866176885
"Haddock",1974,10,"Nor.pout",16,129850.014770046
"Haddock",1975,10,"Nor.pout",16,265044.698084581
"Haddock",1976,10,"Nor.pout",16,211116.163788724
"Haddock",1977,10,"Nor.pout",16,73876.2768777206
"Haddock",1978,10,"Nor.pout",16,45207.7802374583
"Haddock",1979,10,"Nor.pout",16,67510.8822584622
"Haddock",1980,10,"Nor.pout",16,93436.9278473413
"Haddock",1981,10,"Nor.pout",16,89472.7576786808
"Haddock",1982,10,"Nor.pout",16,100955.825823534
"Haddock",1983,10,"Nor.pout",16,73910.4291112094
"Haddock",1984,10,"Nor.pout",16,59592.2782597506
"Haddock",1985,10,"Nor.pout",16,39691.9804400084
"Haddock",1986,10,"Nor.pout",16,32617.6894110811
"Haddock",1987,10,"Nor.pout",16,22140.3283455935
"Haddock",1988,10,"Nor.pout",16,16707.5868010905
"Haddock",1989,10,"Nor.pout",16,12494.5831490084
"Haddock",1990,10,"Nor.pout",16,9510.05831069105
"Haddock",1991,10,"Nor.pout",16,15745.537325102
"Haddock",1992,10,"Nor.pout",16,19860.3042247613
"Haddock",1993,10,"Nor.pout",16,18428.7557282589
"Haddock",1994,10,"Nor.pout",16,29070.543508187
"Haddock",1995,10,"Nor.pout",16,38071.3444073465
"Haddock",1996,10,"Nor.pout",16,36024.7863546165
"Haddock",1997,10,"Nor.pout",16,26371.3290179994
"Haddock",1998,10,"Nor.pout",16,17092.5325594792
"Haddock",1999,10,"Nor.pout",16,12014.7000744102
"Haddock",2000,10,"Nor.pout",16,27950.5142232262
"Haddock",2001,10,"Nor.pout",16,51854.0080293381
"Haddock",2002,10,"Nor.pout",16,29986.6650075551
"Haddock",2003,10,"Nor.pout",16,10935.8083804685
"Haddock",2004,10,"Nor.pout",16,5093.95228752305
"Haddock",2005,10,"Nor.pout",16,5309.2750825491
"Haddock",2006,10,"Nor.pout",16,8569.84661800473
"Haddock",2007,10,"Nor.pout",16,12697.1912851076
"Haddock",2008,10,"Nor.pout",16,15533.0939055891
"Haddock",2009,10,"Nor.pout",16,13589.6633682708
"Haddock",2010,10,"Nor.pout",16,12613.5774499989
"Haddock",2011,10,"Nor.pout",16,10209.2236836298
"Haddock",2012,10,"Nor.pout",16,11531.5663131599
"Haddock",2013,10,"Nor.pout",16,8468.74706177298
"Haddock",2014,10,"Nor.pout",16,6828.67122825472
"Haddock",2015,10,"Nor.pout",16,9291.14478604874
"Haddock",2016,10,"Nor.pout",16,11279.9588466422
"Haddock",2017,10,"Nor.pout",16,8762.56132028331
"Haddock",2018,10,"Nor.pout",16,11170.6995216662
"Haddock",2019,10,"Nor.pout",16,17763.6586296565
"Saithe",1974,11,"Nor.pout",16,735465.672883794
"Saithe",1975,11,"Nor.pout",16,747148.75464412
"Saithe",1976,11,"Nor.pout",16,749166.8328478
"Saithe",1977,11,"Nor.pout",16,551193.753255639
"Saithe",1978,11,"Nor.pout",16,400081.048446178
"Saithe",1979,11,"Nor.pout",16,448873.032595196
"Saithe",1980,11,"Nor.pout",16,407919.231127663
"Saithe",1981,11,"Nor.pout",16,380003.133078572
"Saithe",1982,11,"Nor.pout",16,470309.938697574
"Saithe",1983,11,"Nor.pout",16,433285.940046924
"Saithe",1984,11,"Nor.pout",16,327230.617517413
"Saithe",1985,11,"Nor.pout",16,268506.897009201
"Saithe",1986,11,"Nor.pout",16,249642.787109792
"Saithe",1987,11,"Nor.pout",16,179527.087859418
"Saithe",1988,11,"Nor.pout",16,116554.027172338
"Saithe",1989,11,"Nor.pout",16,150375.792057217
"Saithe",1990,11,"Nor.pout",16,178260.775508901
"Saithe",1991,11,"Nor.pout",16,210336.637467938
"Saithe",1992,11,"Nor.pout",16,235086.132033134
"Saithe",1993,11,"Nor.pout",16,179539.60236534
"Saithe",1994,11,"Nor.pout",16,226306.145326208
"Saithe",1995,11,"Nor.pout",16,436101.466695343
"Saithe",1996,11,"Nor.pout",16,329126.503502926
"Saithe",1997,11,"Nor.pout",16,329945.387010347
"Saithe",1998,11,"Nor.pout",16,230838.735293978
"Saithe",1999,11,"Nor.pout",16,226695.459088029
"Saithe",2000,11,"Nor.pout",16,260879.763752457
"Saithe",2001,11,"Nor.pout",16,262680.783437837
"Saithe",2002,11,"Nor.pout",16,228832.889763054
"Saithe",2003,11,"Nor.pout",16,122170.458791935
"Saithe",2004,11,"Nor.pout",16,106877.608771997
"Saithe",2005,11,"Nor.pout",16,135821.727833943
"Saithe",2006,11,"Nor.pout",16,178864.446774298
"Saithe",2007,11,"Nor.pout",16,172624.664643033
"Saithe",2008,11,"Nor.pout",16,207061.727005718
"Saithe",2009,11,"Nor.pout",16,244244.507831696
"Saithe",2010,11,"Nor.pout",16,240372.968742273
"Saithe",2011,11,"Nor.pout",16,135331.213859104
"Saithe",2012,11,"Nor.pout",16,152995.936104777
"Saithe",2013,11,"Nor.pout",16,178406.07923415
"Saithe",2014,11,"Nor.pout",16,167480.219480723
"Saithe",2015,11,"Nor.pout",16,232382.038874142
"Saithe",2016,11,"Nor.pout",16,206608.687523525
"Saithe",2017,11,"Nor.pout",16,174896.989398316
"Saithe",2018,11,"Nor.pout",16,180584.013936003
"Saithe",2019,11,"Nor.pout",16,285780.980559808
"Mackerel",1974,12,"Nor.pout",16,159872.677624116
"Mackerel",1975,12,"Nor.pout",16,218681.625432637
"Mackerel",1976,12,"Nor.pout",16,140497.539652634
"Mackerel",1977,12,"Nor.pout",16,65849.1785191567
"Mackerel",1978,12,"Nor.pout",16,46905.074962018
"Mackerel",1979,12,"Nor.pout",16,82271.6679297816
"Mackerel",1980,12,"Nor.pout",16,46861.8756306727
"Mackerel",1981,12,"Nor.pout",16,63387.4501175028
"Mackerel",1982,12,"Nor.pout",16,87600.3026604238
"Mackerel",1983,12,"Nor.pout",16,67524.7928088751
"Mackerel",1984,12,"Nor.pout",16,50793.3211319887
"Mackerel",1985,12,"Nor.pout",16,46018.4729376657
"Mackerel",1986,12,"Nor.pout",16,69289.105097598
"Mackerel",1987,12,"Nor.pout",16,23796.3694915871
"Mackerel",1988,12,"Nor.pout",16,50388.8962383322
"Mackerel",1989,12,"Nor.pout",16,46730.1871649798
"Mackerel",1990,12,"Nor.pout",16,56240.0881515642
"Mackerel",1991,12,"Nor.pout",16,76458.6863296684
"Mackerel",1992,12,"Nor.pout",16,39789.5412379909
"Mackerel",1993,12,"Nor.pout",16,28026.4535726031
"Mackerel",1994,12,"Nor.pout",16,72691.6172855607
"Mackerel",1995,12,"Nor.pout",16,44262.9689328765
"Mackerel",1996,12,"Nor.pout",16,60730.6182288874
"Mackerel",1997,12,"Nor.pout",16,18394.0588531976
"Mackerel",1998,12,"Nor.pout",16,31273.6566145613
"Mackerel",1999,12,"Nor.pout",16,42364.4619046808
"Mackerel",2000,12,"Nor.pout",16,21123.3562734586
"Mackerel",2001,12,"Nor.pout",16,27174.109033992
"Mackerel",2002,12,"Nor.pout",16,13548.4146750645
"Mackerel",2003,12,"Nor.pout",16,7558.72860936259
"Mackerel",2004,12,"Nor.pout",16,9080.58420365886
"Mackerel",2005,12,"Nor.pout",16,20379.9196167327
"Mackerel",2006,12,"Nor.pout",16,18014.8787257424
"Mackerel",2007,12,"Nor.pout",16,29894.3377271134
"Mackerel",2008,12,"Nor.pout",16,48108.0138691082
"Mackerel",2009,12,"Nor.pout",16,52232.8242214955
"Mackerel",2010,12,"Nor.pout",16,11324.1187687043
"Mackerel",2011,12,"Nor.pout",16,29593.6896977331
"Mackerel",2012,12,"Nor.pout",16,61918.2302086461
"Mackerel",2013,12,"Nor.pout",16,16710.2396339491
"Mackerel",2014,12,"Nor.pout",16,47570.0435450985
"Mackerel",2015,12,"Nor.pout",16,30427.7941217809
"Mackerel",2016,12,"Nor.pout",16,45942.373958712
"Mackerel",2017,12,"Nor.pout",16,19475.5414931329
"Mackerel",2018,12,"Nor.pout",16,49867.9474434369
"Mackerel",2019,12,"Nor.pout",16,65005.4847155361
"Sea birds",1974,1,"Sprat",17,152137.568739487
"Sea birds",1975,1,"Sprat",17,187142.939045651
"Sea birds",1976,1,"Sprat",17,153628.683934622
"Sea birds",1977,1,"Sprat",17,140097.7783721
"Sea birds",1978,1,"Sprat",17,154588.557267801
"Sea birds",1979,1,"Sprat",17,144882.19355928
"Sea birds",1980,1,"Sprat",17,98303.4787482293
"Sea birds",1981,1,"Sprat",17,50667.290337745
"Sea birds",1982,1,"Sprat",17,38385.647055608
"Sea birds",1983,1,"Sprat",17,53378.5053859429
"Sea birds",1984,1,"Sprat",17,46051.7499233337
"Sea birds",1985,1,"Sprat",17,36164.0045525385
"Sea birds",1986,1,"Sprat",17,32656.1492373063
"Sea birds",1987,1,"Sprat",17,43269.7591912561
"Sea birds",1988,1,"Sprat",17,38456.5430127411
"Sea birds",1989,1,"Sprat",17,38862.1248474652
"Sea birds",1990,1,"Sprat",17,63494.1792775098
"Sea birds",1991,1,"Sprat",17,55507.443077146
"Sea birds",1992,1,"Sprat",17,57587.0964176345
"Sea birds",1993,1,"Sprat",17,78529.0668380893
"Sea birds",1994,1,"Sprat",17,72458.5573298142
"Sea birds",1995,1,"Sprat",17,40381.9883238431
"Sea birds",1996,1,"Sprat",17,29346.7045840908
"Sea birds",1997,1,"Sprat",17,23247.6927000445
"Sea birds",1998,1,"Sprat",17,58297.7151507223
"Sea birds",1999,1,"Sprat",17,50403.5774655723
"Sea birds",2000,1,"Sprat",17,51659.034321012
"Sea birds",2001,1,"Sprat",17,40814.4183769976
"Sea birds",2002,1,"Sprat",17,53207.9735596968
"Sea birds",2003,1,"Sprat",17,72680.4274718875
"Sea birds",2004,1,"Sprat",17,123369.356134258
"Sea birds",2005,1,"Sprat",17,101723.996968968
"Sea birds",2006,1,"Sprat",17,75446.161936571
"Sea birds",2007,1,"Sprat",17,71286.9179150961
"Sea birds",2008,1,"Sprat",17,83867.4329513953
"Sea birds",2009,1,"Sprat",17,109336.541411196
"Sea birds",2010,1,"Sprat",17,86146.9330124338
"Sea birds",2011,1,"Sprat",17,89702.3027704395
"Sea birds",2012,1,"Sprat",17,100450.138993947
"Sea birds",2013,1,"Sprat",17,81118.0100138094
"Sea birds",2014,1,"Sprat",17,162240.39437444
"Sea birds",2015,1,"Sprat",17,137522.563003583
"Sea birds",2016,1,"Sprat",17,86003.4545937203
"Sea birds",2017,1,"Sprat",17,69597.4319856177
"Sea birds",2018,1,"Sprat",17,102293.027840925
"Sea birds",2019,1,"Sprat",17,98839.8820148762
"Grey gurnard",1974,3,"Sprat",17,5337.22436672152
"Grey gurnard",1975,3,"Sprat",17,2058.17051245005
"Grey gurnard",1976,3,"Sprat",17,32108.5385532129
"Grey gurnard",1977,3,"Sprat",17,467.234710766245
"Grey gurnard",1978,3,"Sprat",17,34239.6393085387
"Grey gurnard",1979,3,"Sprat",17,905.523301624887
"Grey gurnard",1980,3,"Sprat",17,1090.60328087769
"Grey gurnard",1981,3,"Sprat",17,9855.70075532934
"Grey gurnard",1982,3,"Sprat",17,476.76497124802
"Grey gurnard",1984,3,"Sprat",17,5907.40969999799
"Grey gurnard",1985,3,"Sprat",17,676.215579284154
"Grey gurnard",1986,3,"Sprat",17,3095.7859363158
"Grey gurnard",1988,3,"Sprat",17,587.534705129736
"Grey gurnard",1989,3,"Sprat",17,2999.2274236965
"Grey gurnard",1990,3,"Sprat",17,4537.53667421063
"Grey gurnard",1991,3,"Sprat",17,3593.29220183779
"Grey gurnard",1992,3,"Sprat",17,1897.01938203905
"Grey gurnard",1993,3,"Sprat",17,2228.28764532561
"Grey gurnard",1994,3,"Sprat",17,6517.36033319262
"Grey gurnard",1995,3,"Sprat",17,11157.3953380104
"Grey gurnard",1997,3,"Sprat",17,4293.59938239232
"Grey gurnard",1999,3,"Sprat",17,26224.6782157902
"Grey gurnard",2000,3,"Sprat",17,5058.70230917397
"Grey gurnard",2001,3,"Sprat",17,11256.5772994227
"Grey gurnard",2003,3,"Sprat",17,5337.33313803144
"Grey gurnard",2004,3,"Sprat",17,17551.9020005129
"Grey gurnard",2005,3,"Sprat",17,7280.5715896799
"Grey gurnard",2006,3,"Sprat",17,8148.68980432535
"Grey gurnard",2008,3,"Sprat",17,19944.8920156523
"Grey gurnard",2009,3,"Sprat",17,8972.06445514874
"Grey gurnard",2010,3,"Sprat",17,33463.040931433
"Grey gurnard",2011,3,"Sprat",17,35970.0791983371
"Grey gurnard",2013,3,"Sprat",17,26651.8076755241
"Grey gurnard",2015,3,"Sprat",17,8631.1748287512
"Grey gurnard",2016,3,"Sprat",17,37956.9935044236
"Grey gurnard",2017,3,"Sprat",17,51065.2313458324
"Grey gurnard",2018,3,"Sprat",17,29192.0239104667
"Grey gurnard",2019,3,"Sprat",17,25332.2890601958
"Horse mackerel",1974,4,"Sprat",17,42126.172297249
"Horse mackerel",1975,4,"Sprat",17,25806.3029464362
"Horse mackerel",1976,4,"Sprat",17,62223.4899087247
"Horse mackerel",1977,4,"Sprat",17,33538.1009156863
"Horse mackerel",1978,4,"Sprat",17,83355.0683549589
"Horse mackerel",1979,4,"Sprat",17,64645.0813974943
"Horse mackerel",1980,4,"Sprat",17,11521.7328267381
"Horse mackerel",1981,4,"Sprat",17,11489.8060459957
"Horse mackerel",1982,4,"Sprat",17,3058.41344503149
"Horse mackerel",1984,4,"Sprat",17,4169.34096837941
"Horse mackerel",1985,4,"Sprat",17,1007.66306828515
"Horse mackerel",1986,4,"Sprat",17,2078.44527647211
"Horse mackerel",1987,4,"Sprat",17,1252.60321186728
"Horse mackerel",1988,4,"Sprat",17,1153.28239662308
"Horse mackerel",1989,4,"Sprat",17,14829.5730807944
"Horse mackerel",1990,4,"Sprat",17,2524.06915847295
"Horse mackerel",1991,4,"Sprat",17,12670.5274869259
"Horse mackerel",1992,4,"Sprat",17,8567.5242307382
"Horse mackerel",1993,4,"Sprat",17,6228.50906263549
"Horse mackerel",1994,4,"Sprat",17,13491.7011346113
"Horse mackerel",1995,4,"Sprat",17,8369.81404655214
"Horse mackerel",1996,4,"Sprat",17,1116.86704497586
