Year Species.n Age M1 M2 M F Z N  
2059 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2060 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2060 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2060 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2060 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2060 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2060 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2060 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2060 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
2061 3 0 0.100308 0.0343304 0.134638 0 0.134638 1.16405e+08 
2061 3 1 0.196627 0.095499 0.292126 0.0810583 0.373185 8.16661e+07 
2061 3 2 0.193718 0.0646754 0.258394 0.184649 0.443043 5.28797e+07 
2061 3 3 0.192488 0.0577204 0.250209 0.235639 0.485847 3.28544e+07 
2061 3 4 0.192032 0.0552423 0.247274 0.255391 0.502665 1.99601e+07 
2061 3 5 0.192047 0.0530644 0.245111 0.255346 0.500457 1.20882e+07 
2061 3 6 0.192135 0.0488614 0.240996 0.255253 0.496249 7.35308e+06 
2061 3 7 0.192181 0.0520191 0.2442 0.255444 0.499643 4.46962e+06 
