"Year","Species.n","Age","M2"
1996,2,6,0.0658143275941903
1996,3,6,0.0682624108340809
1997,2,6,0.0553479966035459
1997,3,6,0.056952220597114
1998,2,6,0.0459604034704738
1998,3,6,0.0647574424897128
1999,2,6,0.051381695170135
1999,3,6,0.0821984835108754
2000,2,6,0.0870162523990238
2000,3,6,0.105311088463872
2001,2,6,0.0889328847112281
2001,3,6,0.116607302584487
2002,2,6,0.0894345421204693
2002,3,6,0.129779535102689
2003,2,6,0.0665468950928076
2003,3,6,0.107321328711382
2004,2,6,0.0605139103648483
2004,3,6,0.0875006046907783
2005,2,6,0.0712900504806062
2005,3,6,0.113682171248477
2006,2,6,0.0807982950807566
2006,3,6,0.135181205847476
2007,2,6,0.0805770683599952
2007,3,6,0.144698694748832
2008,2,6,0.110288215078964
2008,3,6,0.16775640897695
2009,2,6,0.0950371900892722
2009,3,6,0.161590674626564
2010,2,6,0.116289199949207
2010,3,6,0.180746887706679
2011,2,6,0.115395117290429
2011,3,6,0.182600459375888
2012,2,6,0.0771955545778546
2012,3,6,0.144496505831576
2013,2,6,0.0632175781156343
2013,3,6,0.130615018278523
2014,2,6,0.0636264276653166
2014,3,6,0.133595855387894
2015,2,6,0.0594700780414851
2015,3,6,0.0965843797630685
2016,2,6,0.0595803782135734
2016,3,6,0.0916157953740025
2017,2,6,0.0477761016819534
2017,3,6,0.0803507547416259
2018,2,6,0.0376842908763256
2018,3,6,0.0710302024841377
2019,2,6,0.0366144586405666
2019,3,6,0.0673030612456507
2020,2,6,0.0434274927138272
2020,3,6,0.065870712099011
2021,2,6,0.0411942426944535
2021,3,6,0.0588208168735742
1974,2,7,0.100229788330008
1974,3,7,0.24155730782447
1975,2,7,0.122285404634768
1975,3,7,0.269455853941287
1976,2,7,0.111282906132498
1976,3,7,0.212609441926162
1977,2,7,0.11940498038606
1977,3,7,0.253450158132625
1978,2,7,0.156221087294011
1978,3,7,0.414754846268719
1979,2,7,0.179468978819303
1979,3,7,0.529623334061028
1980,2,7,0.202148270906112
1980,3,7,0.530775062801274
1981,2,7,0.174520475526599
1981,3,7,0.41845221955932
1982,2,7,0.177802212229312
1982,3,7,0.474221967991966
1983,2,7,0.162724503645944
1983,3,7,0.362042548877707
1984,2,7,0.144687362925012
1984,3,7,0.293700099066834
1985,2,7,0.125608659266309
1985,3,7,0.242000366749564
1986,2,7,0.108141891348766
1986,3,7,0.209444612686791
1987,2,7,0.0889665564832276
1987,3,7,0.203550836104201
1988,2,7,0.0939950184825906
1988,3,7,0.200899710392902
1989,2,7,0.0849276593110275
1989,3,7,0.1542777306421
1990,2,7,0.0534807445456769
1990,3,7,0.0867876133002713
1991,2,7,0.0437914081170103
1991,3,7,0.0597212805694007
1992,2,7,0.0328431708090212
1992,3,7,0.0562227106738974
1993,2,7,0.0688374729162649
1993,3,7,0.0965041437734819
1994,2,7,0.0552654160793168
1994,3,7,0.0972171632476342
1995,2,7,0.0651598336943562
1995,3,7,0.0833830615830419
1996,2,7,0.0605503529642204
1996,3,7,0.0689968656772225
1997,2,7,0.051492264987095
1997,3,7,0.0552068925839727
1998,2,7,0.0446047963216755
1998,3,7,0.0651911591284875
1999,2,7,0.0491263633293404
1999,3,7,0.0786801826005903
2000,2,7,0.0779441883397713
2000,3,7,0.0972711650488092
2001,2,7,0.0863588998270833
2001,3,7,0.116896668308636
2002,2,7,0.0812275277375365
2002,3,7,0.130018718779863
2003,2,7,0.0588240872047897
2003,3,7,0.108868082567869
2004,2,7,0.053678799185229
2004,3,7,0.0887525920916176
2005,2,7,0.0622182569908524
2005,3,7,0.119031295844546
2006,2,7,0.0708396853620115
2006,3,7,0.135911796921065
2007,2,7,0.0690133242454102
